,link,price,availability,title,author,categories
0,https://echo-books.com/shop/moyo-nastoyashhee-imya-istorii-s-biografiej-s-pozhelaniem-na-sleduyushhij-god-i-avtografom-avtora/,"150,00",Нет в наличии,Моё настоящее имя. Истории с биографией (с пожеланием на следующий год и автографом автора),Улицкая Л.Е.,"Книги с пожеланием и автографом автора, Художественная литература"
1,https://echo-books.com/shop/bednaya-liza-i-ee-rodstvenniki-antologiya-russkoj-sentimentalnoj-prozy-s-pozhelaniem-i-avtografami-sostavitelej/,"150,00",В наличии,Бедная Лиза и ее родственники: антология русской сентиментальной прозы (с пожеланием и автографами составителей),"Екатерина Шульман, Галина Юзефович (составители)","Книги с пожеланием и автографом автора, Художественная литература"
2,https://echo-books.com/shop/lecz-20-vek-s-pozhelaniem-i-avtografom-avtora/,"300,00",В наличии,Лец. 20 век (с пожеланием и автографом автора),Виктор Шендерович,Книги с пожеланием и автографом автора
3,https://echo-books.com/shop/sredi-gien-s-pozhelaniem-i-avtografom-avtora/,"150,00",В наличии,Среди Гиен (с пожеланием и автографом автора),Виктор Шендерович,Книги с пожеланием и автографом автора
4,https://echo-books.com/shop/russkoe-ekonomicheskoe-chudo-s-pozhelaniem-i-avtografom-avtora/,"150,00",В наличии,Русское Экономическое Чудо (с пожеланием и автографом автора),Сергей Алексашенко,Книги с пожеланием и автографом автора
5,https://echo-books.com/shop/zaplyv-s-avtografom-avtora/,"150,00",В наличии,Заплыв (с автографом автора),Владимир Сорокин,Книги с пожеланием и автографом автора
6,https://echo-books.com/shop/norma-s-avtografom-avtora/,"150,00",В наличии,Норма (с автографом автора),Владимир Сорокин,Книги с пожеланием и автографом автора
7,https://echo-books.com/shop/saharnyj-kreml-s-avtografom-avtora/,"150,00",В наличии,Сахарный Кремль (с автографом автора),Сорокин В.Г.,"Книги с пожеланием и автографом автора, Художественная литература"
8,https://echo-books.com/shop/pokayannye-dni-s-pozhelaniem-i-avtografom-avtora/,"150,00",В наличии,Покаянные дни (с пожеланием и автографом автора),Олег Радзинский,"Книги с пожеланием и автографом автора, Новинки, Художественная литература"
9,https://echo-books.com/shop/kontrrevolyucziya-kak-stroilas-vertikal-vlasti-v-sovremennoj-rossii-s-pozhelaniem-ot-avtora/,"150,00",В наличии,Контрреволюция: Как строилась вертикаль власти в современной России (с пожеланием от автора),Алексашенко С.,Книги с пожеланием и автографом автора
10,https://echo-books.com/shop/konecz-rezhima-kak-zakonchilis-tri-evropejskie-diktatury-s-unikalnym-pozhelaniem-i-avtografom-avtora/,"150,00",В наличии,Конец режима: Как закончились три европейские диктатуры (с уникальным пожеланием и автографом автора),Баунов Александр,"Книги с пожеланием и автографом автора, Прикладная литература"
11,https://echo-books.com/shop/velikij-gopnik-zapiski-o-zhivoj-i-mertvoj-rossii-s-pozhelaniem-i-avtografom-ot-avtora/,"150,00",В наличии,Великий Гопник. Записки о живой и мертвой России (с пожеланием и автографом от автора),Виктор Ерофеев,"Книги с пожеланием и автографом автора, Новинки, Художественная литература"
12,https://echo-books.com/shop/mysh-s-avtografom-i-pozhelaniem-ot-avtora/,"150,00",В наличии,Мышь (с автографом от автора),Филиппов Иван,"Книги с пожеланием и автографом автора, Художественная литература"
13,https://echo-books.com/shop/soprotivlenie-polezno-s-pozhelaniem-avtora/,"150,00",В наличии,Сопротивление полезно (с пожеланием автора),Яшин Илья,"Книги с пожеланием и автографом автора, Книги без цензуры, Публицистика, Прикладная литература"
14,https://echo-books.com/shop/diktatory-obmana-novoe-liczo-tiranii-v-xxi-veke/,"23,50",В наличии,Диктаторы обмана: Новое лицо тирании в XXI веке,"Сергей Гуриев, Даниел Трейсман","Выбор редакции, Новинки, Публицистика, Прикладная литература"
15,https://echo-books.com/shop/patriot/,"46,50",В наличии,Патриот,Навальный Алексей,"Выбор редакции, Новинки, Книги без цензуры, Художественная литература"
16,https://echo-books.com/shop/istoriya-rossijskogo-gosudarstva-tom-h-razrushenie-i-voskreshenie-imperii-1917-1953/,"29,50",Предзаказ: 3 дн.,История Российского государства. Том Х. Разрушение и воскрешение империи. 1917-1953,Борис Акунин,"Выбор редакции, Новинки, Прикладная литература"
17,https://echo-books.com/shop/nichego-horoshego-ot-nachala-vojny-do-pohoron-navalnogo/,"26,50",Предзаказ: 3 дн.,Ничего хорошего. От начала войны до похорон Навального,Олег Кашин,"Выбор редакции, Новинки, Публицистика, Прикладная литература"
18,https://echo-books.com/shop/anatomiya-raspada-kak-i-pochemu-prava-cheloveka-perestali-byt-czennostyu-v-sovremennoj-rossii/,"26,50",В наличии,Анатомия распада. Как и почему права человека перестали быть ценностью в современной России,Команда против пыток,"Выбор редакции, Новинки, Книги без цензуры, Прикладная литература"
19,https://echo-books.com/shop/vozvrashhenie-gosudarstva-rossiya-v-nulevye-2000-2012/,"12,93",В наличии,Возвращение государства. Россия в нулевые 2000-2012,Шульман Е.М.,"Выбор редакции, Прикладная литература"
20,https://echo-books.com/shop/pokayannye-dni/,"19,50",Предзаказ: 3 дн.,Покаянные дни,Олег Радзинский,"Выбор редакции, Новинки, Художественная литература"
21,https://echo-books.com/shop/vojna-telegramnym-stilem-500-dnej-katastrofy-01-03-2022-23-07-2023/,"29,75",Предзаказ: 3 дн.,Война телеграмным стилем. 500 дней катастрофы: 01.03.2022—23.07.2023,Владимир Пастухов,"Выбор редакции, Новинки, Книги без цензуры, Художественная литература, Прикладная литература"
22,https://echo-books.com/shop/kollaps-gibel-sovetskogo-soyuza/,"19,50",В наличии,Коллапс. Гибель Советского Союза,Зубок Владислав,"Выбор редакции, Публицистика, Прикладная литература"
23,https://echo-books.com/shop/politicheskie-rezhimy-i-transformaczii-rossiya-v-sravnitelnoj-perspektive/,"19,90",В наличии,Политические режимы и трансформации: Россия в сравнительной перспективе,Голосов Григорий,"Выбор редакции, Новинки, Прикладная литература"
24,https://echo-books.com/shop/kak-pereuchredit-rossiyu-ocherki-zabludivshejsya-revolyuczii/,"29,50",Предзаказ: 3 дн.,Как переучредить Россию? Очерки заблудившейся революции,Владимир Пастухов,"Выбор редакции, Новинки, Публицистика, Прикладная литература"
25,https://echo-books.com/shop/moj-kalendar/,"54,50",Предзаказ: 3 дн.,МОЙ. Календарь,Борис Акунин,"Выбор редакции, Новинки, Искусство, Прикладная литература"
26,https://echo-books.com/shop/i-vozvrashhaetsya-veter/,"18,95",Предзаказ: 3 дн.,И возвращается ветер…,Владимир Буковский,"Выбор редакции, Новинки, Художественная литература, Прикладная литература"
27,https://echo-books.com/shop/nash-biznes-smert/,"27,56",В наличии,Наш бизнес – смерть,"Барабанов И., Коротков Д.","Выбор редакции, Новинки, Книги без цензуры, Публицистика, Прикладная литература"
28,https://echo-books.com/shop/zhizn-sapozhok-neparnyj-kniga-pervaya/,"18,72",В наличии,Жизнь — сапожок непарный. Книга первая,Петкевич Т.,"Выбор редакции, Художественная литература"
29,https://echo-books.com/shop/tramp-i-epoha-postpravdy/,"19,40",В наличии,Трамп и эпоха постправды,Кен Уилбер,"Выбор редакции, Прикладная литература"
30,https://echo-books.com/shop/istoriya-novoj-rossii-ot-kommunizma-cherez-demokratiyu-k-avtokratii/,"33,01",В наличии,История новой России. От коммунизма через демократию к автократии,Максим Кац,"Новинки, Книги без цензуры, Прикладная литература"
31,https://echo-books.com/shop/velikij-gopnik-zapiski-o-zhivoj-i-mertvoj-rossii/,"23,85",Предзаказ: 3 дн.,Великий Гопник. Записки о живой и мертвой России,Виктор Ерофеев,"Новинки, Художественная литература"
32,https://echo-books.com/shop/neposlednie-slova/,"21,00",Предзаказ: 3 дн.,Непоследние слова,"Навальный, Ходорковский, Яшин, Кара-Мурза и др.","Новинки, Книги без цензуры, Художественная литература, Публицистика, Прикладная литература"
33,https://echo-books.com/shop/bednaya-liza-i-ee-rodstvenniki-antologiya-russkoj-sentimentalnoj-prozy-myagkij-pereplet/,"13,55",В наличии,Бедная Лиза и ее родственники: антология русской сентиментальной прозы (мягкий переплет),"Екатерина Шульман, Галина Юзефович (составители)","Новинки, Художественная литература"
34,https://echo-books.com/shop/mechtateli-protiv-kosmonavtov/,"38,64",Предзаказ: 3 дн.,Мечтатели против Космонавтов,Евгений Фельдман,"Новинки, Книги без цензуры, Публицистика, Прикладная литература"
35,https://echo-books.com/shop/chelovecheskaya-czivilizacziya-i-ee-sozdateli-33-istorii-o-lyudyah-i-sobytiyah-sdelavshih-nashu-zhizn-luchshe/,"18,00",Предзаказ: 3 дн.,"Человеческая цивилизация и ее создатели. 33 истории о людях и событиях, сделавших нашу жизнь лучше",Александр Иванов,"Новинки, Детская литература, Художественная литература, Прикладная литература"
36,https://echo-books.com/shop/moskva-sinczzin/,"27,50",Предзаказ: 3 дн.,Москва-Синьцзин,Борис Акунин,"Новинки, Художественная литература"
37,https://echo-books.com/shop/nasledie-novoe-izdanie/,"19,20",Предзаказ: 3 дн.,Наследие (новое издание),Сорокин В.Г.,"Новинки, Книги без цензуры, Художественная литература"
38,https://echo-books.com/shop/konecz-rezhima-kak-zakonchilis-tri-evropejskie-diktatury/,"17,46",В наличии,Конец режима. Как закончились три европейские диктатуры,Баунов Александр,"Новинки, Книги без цензуры, Прикладная литература"
39,https://echo-books.com/shop/lost-and-found/,"34,76",Предзаказ: 10 дн.,Lost and found,Вера Полозкова,"Новинки, Книги без цензуры, Художественная литература"
40,https://echo-books.com/shop/bednaya-liza-i-ee-rodstvenniki-antologiya-russkoj-sentimentalnoj-prozy-tverdyj-pereplet/,"15,60",В наличии,Бедная Лиза и ее родственники: антология русской сентиментальной прозы (твердый переплет),"Екатерина Шульман, Галина Юзефович (составители)","Новинки, Художественная литература"
41,https://echo-books.com/shop/intellektualnye-anekdoty-sobrannye-i-prokommentirovannye-borisom-akuninym/,"16,90",Предзаказ: 3 дн.,"Интеллектуальные анекдоты, собранные и прокомментированные Борисом Акуниным",Борис Акунин,"Новинки, Художественная литература"
42,https://echo-books.com/shop/feliks-ubil-laru/,"16,00",Предзаказ: 3 дн.,Феликс убил Лару,Дмитрий Липскеров,"Новинки, Художественная литература"
43,https://echo-books.com/shop/vojna-i-nakazanie/,"27,75",В наличии,Война и наказание,Михаил Зыгарь,"Новинки, Книги без цензуры, Художественная литература, Прикладная литература"
44,https://echo-books.com/shop/russkaya-narezka/,"16,00",Предзаказ: 3 дн.,Русская нарезка,Павел Кушнир,"Новинки, Книги без цензуры, Художественная литература"
45,https://echo-books.com/shop/yama-priklyucheniya-erasta-fandorina-i-masahiro-sibaty-myagkij-pereplet/,"18,90",Предзаказ: 3 дн.,Яма. Приключения Эраста Фандорина и Масахиро Сибаты (мягкий переплет),Борис Акунин,"Новинки, Художественная литература"
46,https://echo-books.com/shop/my-dnevnik-padeniya/,"27,00",Предзаказ: 3 дн.,Мы. Дневник падения,Глуховский Д.А.,"Новинки, Публицистика, Прикладная литература"
47,https://echo-books.com/shop/pazolini-umeret-za-idei/,"15,80",В наличии,Пазолини. Умереть за идеи,Роберто Карнеро,"Новинки, Художественная литература, Искусство"
48,https://echo-books.com/shop/eto-vsyo-kvantovaya-fizika/,"15,41",В наличии,Это всё квантовая физика!,Харрис Ж.,"Новинки, Прикладная литература"
49,https://echo-books.com/shop/rossijskoe-obshhestvennoe-mnenie-v-usloviyah-voennogo-konflikta-2022-2023/,"18,90",Предзаказ: 3 дн.,"Российское общественное мнение в условиях военного конфликта, 2022-2023","Звоновский Владимир, Ходыкин Александр","Новинки, Прикладная литература"
50,https://echo-books.com/shop/devyanoska/,"26,00",Предзаказ: 3 дн.,Девяноска,Виктор Шендерович,"Новинки, Художественная литература, Прикладная литература"
51,https://echo-books.com/shop/palestina-i-izrail-ot-nachala-xx-veka-do-7-oktyabrya-2023-goda/,"13,56",В наличии,Палестина и Израиль. От начала XX века до 7 октября 2023 года,Каплан А.,"Новинки, Прикладная литература"
52,https://echo-books.com/shop/ot-krasnogo-terrora-k-terroristicheskomu-gosudarstvu/,"29,90",Предзаказ: 3 дн.,От Красного террора к террористическому государству,"Владимир Попов, Юрий Фельштинский","Новинки, Прикладная литература"
53,https://echo-books.com/shop/skazki-starogo-novogo-i-inogo-sveta/,"25,50",Предзаказ: 3 дн.,"Сказки Старого, Нового и Иного Света",Борис Акунин,"Новинки, Художественная литература"
54,https://echo-books.com/shop/moi-esse-o-russkoj-literature/,"17,80",Предзаказ: 3 дн.,МОИ. Эссе о русской литературе,Михаил Шишкин,"Новинки, Художественная литература, Прикладная литература"
55,https://echo-books.com/shop/kto-i-kak-upravlyaet-regionami-rossii-sistema-upravleniya-i-administrativnaya-ustojchivost-vlasti-rossijskih-regionov/,"27,50",Предзаказ: 7 дн.,Кто и как управляет регионами России: Система управления и административная устойчивость власти российских регионов,Александр Кынев,"Новинки, Прикладная литература"
56,https://echo-books.com/shop/love-russia-raskraska-dlya-vzroslyh-detej-i-emigrantov/,"13,92",Предзаказ: 3 дн.,"Love Russia – раскраска для взрослых, детей и эмигрантов",Ольга Попова,"Новинки, Искусство, Прикладная литература"
57,https://echo-books.com/shop/zapiski-iz-temnoty/,"12,10",В наличии,Записки из темноты,Шакурский Илья,"Новинки, Книги без цензуры, Публицистика"
58,https://echo-books.com/shop/krut/,"23,50",В наличии,Круть,Пелевин В.О.,"Новинки, Художественная литература"
59,https://echo-books.com/shop/zhar-pticza-perevod-s-anglijskogo/,"23,20",Предзаказ: 3 дн.,Жар-птица. Перевод с английского,Козырев Андрей,"Новинки, Книги без цензуры, Художественная литература, Прикладная литература"
60,https://echo-books.com/shop/unesi-ty-moe-gore/,"29,45",Нет в наличии,Унеси ты мое горе,Катерина Гордеева,"Новинки, Книги без цензуры, Художественная литература"
61,https://echo-books.com/shop/azazel-s-rasshifrovkoj/,"23,50",Предзаказ: 3 дн.,Азазель с расшифровкой,Борис Акунин,"Новинки, Художественная литература"
62,https://echo-books.com/shop/tragediya-gospodina-morna/,"13,00",Нет в наличии,Трагедия господина Морна,Набоков В.В.,"Новинки, Художественная литература"
63,https://echo-books.com/shop/doping-zapreshhennye-straniczy/,"34,50",Нет в наличии,Допинг. Запрещенные страницы,Родченков Григорий,"Новинки, Книги без цензуры, Художественная литература, Публицистика, Прикладная литература"
64,https://echo-books.com/shop/kino-ot-brata-do-slova-paczana/,"39,75",Нет в наличии,Плохие Русские. Кино от „Брата“ до „Слова пацана“,Долин Антон,"Новинки, Книги без цензуры, Публицистика, Прикладная литература"
65,https://echo-books.com/shop/gorko-sladkij-eros/,"12,37",В наличии,Горько-сладкий эрос,Карсон Э. Юзефович Г.Л.,"Новинки, Прикладная литература"
66,https://echo-books.com/shop/leviafan-s-rasshifrovkoj/,"23,50",Предзаказ: 3 дн.,Левиафан с расшифровкой,Борис Акунин,"Новинки, Художественная литература"
67,https://echo-books.com/shop/tureczkij-gambit-s-rasshifrovkoj/,"23,50",Предзаказ: 3 дн.,Турецкий гамбит с расшифровкой,Борис Акунин,"Новинки, Художественная литература"
68,https://echo-books.com/shop/posle-ishoda/,"18,50",Предзаказ: 3 дн.,После исхода,Ефим Соркин,"Новинки, Прикладная литература"
69,https://echo-books.com/shop/yama-priklyucheniya-erasta-fandorina-i-masahiro-sibaty-tverdyj-pereplet/,"28,90",Предзаказ: 3 дн.,Яма. Приключения Эраста Фандорина и Масахиро Сибаты (твердый переплет),Борис Акунин,"Новинки, Художественная литература"
70,https://echo-books.com/shop/porogami-veka/,"36,00",Предзаказ: 3 дн.,Порогами века,Юлий Рыбаков,"Новинки, Художественная литература, Прикладная литература"
71,https://echo-books.com/shop/leopoldshtadt/,"10,51",В наличии,Леопольдштадт,Стоппард Т.,"Новинки, Художественная литература"
72,https://echo-books.com/shop/tonnel/,"16,83",В наличии,Тоннель,Вагнер Я.,"Новинки, Художественная литература"
73,https://echo-books.com/shop/liderstvo/,"20,80",В наличии,Лидерство,Киссинджер Г.,"Новинки, Прикладная литература"
74,https://echo-books.com/shop/status-svoboden-portret-tvorcheskoj-emigraczii/,"24,00",Предзаказ: 3 дн.,Статус: свободен. Портрет творческой эмиграции,Сергей Николаевич,"Новинки, Художественная литература, Прикладная литература"
75,https://echo-books.com/shop/podvig-perevodchika-vospominaniya/,"18,90",Предзаказ: 3 дн.,Подвиг переводчика. Воспоминания,Никита Кривошеин,"Новинки, Художественная литература, Публицистика"
76,https://echo-books.com/shop/czeremoniya-zhizni/,"11,19",В наличии,Церемония жизни,Саяка Мурата,"Новинки, Художественная литература"
77,https://echo-books.com/shop/tihaya-kvartirantka/,"12,78",В наличии,Тихая квартирантка,Мишальон К.,"Новинки, Художественная литература"
78,https://echo-books.com/shop/doska-dionisiya/,"12,88",В наличии,Доска Дионисия,Алексей Смирнов фон Раух,"Новинки, Художественная литература"
79,https://echo-books.com/shop/strashnoe-poetika-trillera/,"16,70",В наличии,Страшное. Поэтика триллера,Быков Дмитрий,"Новинки, Книги без цензуры, Художественная литература"
80,https://echo-books.com/shop/istoriya-rossii-xix-stoletiya-xviii-vek-1815-god-tom-1/,"49,10",Нет в наличии,История России XIX столетия. XVIII век — 1815 год. Том 1,Зубов Андрей Борисович,"Новинки, Прикладная литература"
81,https://echo-books.com/shop/mnogohodovka-veka-donald-tramp-i-dmitrij-rybolovlev-na-povodke-u-kremlya/,"18,00",Предзаказ: 3 дн.,МНОГОХОДОВКА ВЕКА. Дональд Трамп и Дмитрий Рыболовлев на поводке у Кремля,Юрий Фельштинский,"Новинки, Художественная литература, Прикладная литература"
82,https://echo-books.com/shop/blizosti/,"10,63",В наличии,Близости,Кэти Китамура,"Новинки, Художественная литература"
83,https://echo-books.com/shop/liniya-soprikosnoveniya/,"16,50",Предзаказ: 3 дн.,Линия соприкосновения,Павлова Вера,"Новинки, Книги без цензуры, Художественная литература"
84,https://echo-books.com/shop/novyj-mirovoj-besporyadok-v-ozhidanii-koncza-istorii/,"18,75",Предзаказ: 3 дн.,Новый мировой (бес)порядок. В ожидании конца истории,Андрей Колесников,"Новинки, Прикладная литература"
85,https://echo-books.com/shop/porogami-veka-tom-2/,"33,00",Предзаказ: 3 дн.,Порогами века. Том 2,Юлий Рыбаков,"Новинки, Художественная литература, Прикладная литература"
86,https://echo-books.com/shop/lyubov-i-kofe-terapevticheskie-stihi/,"16,98",В наличии,Любовь и кофе. Терапевтические стихи,Мужицкая Т.В.,"Новинки, Прикладная литература"
87,https://echo-books.com/shop/vita-nostra-sobiraya-oskolki/,"13,34",В наличии,Vita Nostra: Собирая осколки,"Дяченко М.Ю., Дяченко С.С.","Новинки, Художественная литература"
88,https://echo-books.com/shop/krepostnoe-pravo-v-rossii-kak-eto-bylo-istoriya-fakty-svidetelstva-sovremennikov/,"22,00",Предзаказ: 3 дн.,"Крепостное право в России: как это было. История, факты, свидетельства современников",Керженцев Б. Ю.,"Новинки, Прикладная литература"
89,https://echo-books.com/shop/neudobnoe-mesto/,"39,75",В наличии,Неудобное место,"Литтелл Дж., дʼАгата А.","Новинки, Книги без цензуры, Публицистика, Прикладная литература"
90,https://echo-books.com/shop/folklor-i-dejstvitelnost-russkie-agrarnye-prazdniki/,"16,59",Нет в наличии,Фольклор и действительность. Русские аграрные праздники,Владимир Пропп,"Новинки, Прикладная литература"
91,https://echo-books.com/shop/poslednih-russkih-videli-v-belgrade/,"25,25",Предзаказ: 3 дн.,Последних русских видели в Белграде,Елена Зелинская,"Новинки, Книги без цензуры, Художественная литература, Прикладная литература"
92,https://echo-books.com/shop/natan-rassledovanie-v-shesti-kartinah/,"13,52",Предзаказ: 3 дн.,НАТАН. Расследование в шести картинах,Артур Соломонов,"Новинки, Книги без цензуры, Художественная литература"
93,https://echo-books.com/shop/uravnenie-boga-v-poiskah-teorii-vsego/,"10,02",В наличии,Уравнение Бога: В поисках теории всего,Каку Митио,"Новинки, Прикладная литература"
94,https://echo-books.com/shop/anekdot-pro-gazon/,"14,60",Предзаказ: 3 дн.,Анекдот про газон,Константин Лозинский,"Новинки, Публицистика, Прикладная литература"
95,https://echo-books.com/shop/gospodi-napugaj-no-ne-nakazyvaj/,"27,00",Предзаказ: 3 дн.,"Господи, напугай, но не наказывай!",Леонид Махлис,"Новинки, Художественная литература, Публицистика"
96,https://echo-books.com/shop/drevotochecz/,"12,22",В наличии,Древоточец,Мартинес Л.,"Новинки, Художественная литература"
97,https://echo-books.com/shop/v-teni-bogov/,"22,50",Нет в наличии,В тени богов,Ливен Д.,"Новинки, Прикладная литература"
98,https://echo-books.com/shop/rodnaya-strana/,"12,88",Нет в наличии,Родная страна,Кори Доктороу,"Новинки, Художественная литература"
99,https://echo-books.com/shop/net-nikakoj-moskvy/,"9,86",Нет в наличии,Нет никакой Москвы,Алла Горбунова,"Новинки, Художественная литература"
100,https://echo-books.com/shop/inczely-kak-devstvenniki-stanovyatsya-terroristami/,"12,06",Нет в наличии,Инцелы. Как девственники становятся террористами,Стефан Краковски,"Новинки, Прикладная литература"
101,https://echo-books.com/shop/alisa-seleznyova-sto-let-tomu-vpered-2/,"12,47",Нет в наличии,Алиса Селезнёва. Сто лет тому вперед,Кир Булычев,"Новинки, Детская литература"
102,https://echo-books.com/shop/pyataya-volna-literaturnyj-sbornik-%e2%84%964-7-2024/,"19,50",Предзаказ: 3 дн.,Пятая Волна. Литературный журнал. №4 (7) 2024,Пятая Волна,"Новинки, Художественная литература"
103,https://echo-books.com/shop/identichnost-narodov-evropy-lidentite-des-peuples-deurope/,"22,00",Предзаказ: 3 дн.,Идентичность народов Европы = L’IDENTITÉ DES PEUPLES D’EUROPE,Плассеро Ив,"Новинки, Прикладная литература"
104,https://echo-books.com/shop/monstry-u-poroga-drakula-frankenshtejn-vij-i-drugie-literaturnye-chudovishha/,"15,26",В наличии,"Монстры у порога. Дракула, Франкенштейн, Вий и другие литературные чудовища",Алексей Вдовин,"Новинки, Искусство, Прикладная литература"
105,https://echo-books.com/shop/troczkij-protiv-stalina-emigrantskij-arhiv-l-d-troczkogo-tom-3/,"32,00",Предзаказ: 3 дн.,Троцкий против Сталина. Эмигрантский архив Л.Д. Троцкого. Том 3,Юрий Фельштинский,"Новинки, Художественная литература, Прикладная литература"
106,https://echo-books.com/shop/troczkij-protiv-stalina-emigrantskij-arhiv-l-d-troczkogo-tom-2/,"32,00",Предзаказ: 3 дн.,Троцкий против Сталина. Эмигрантский архив Л.Д. Троцкого. Том 2,Юрий Фельштинский,"Новинки, Художественная литература, Прикладная литература"
107,https://echo-books.com/shop/troczkij-protiv-stalina-emigrantskij-arhiv-l-d-troczkogo-t-1/,"32,00",Предзаказ: 3 дн.,Троцкий против Сталина. Эмигрантский архив Л.Д. Троцкого. Т.1,Юрий Фельштинский,"Новинки, Художественная литература, Прикладная литература"
108,https://echo-books.com/shop/rassechenie-stouna/,"20,83",В наличии,Рассечение Стоуна,Вергезе Абрахам,"Новинки, Художественная литература"
109,https://echo-books.com/shop/vedmin-smeh/,"14,06",В наличии,Ведьмин смех,"Хилл А., Поделинская С., Ти Э.","Новинки, Художественная литература"
110,https://echo-books.com/shop/diktator-kotoryj-umer-dvazhdy-neveroyatnaya-istoriya-antoniu-salazara/,"14,83",В наличии,"Диктатор, который умер дважды: Невероятная история Антониу Салазара",Феррари Марко,"Новинки, Художественная литература"
111,https://echo-books.com/shop/ostrov-mertvyh-umeret-v-italbare/,"14,88",В наличии,Остров мертвых. Умереть в Италбаре,Желязны Р.,"Новинки, Художественная литература"
112,https://echo-books.com/shop/gorod-pobedy/,"15,25",Нет в наличии,Город победы,Рушди С.,"Новинки, Художественная литература"
113,https://echo-books.com/shop/na-shifre/,"16,96",В наличии,На шифре,Лора Шин,"Новинки, Прикладная литература"
114,https://echo-books.com/shop/chastnaya-armiya-p/,"15,80",Нет в наличии,Частная армия П.,Владимир Пеняков,"Новинки, Художественная литература"
115,https://echo-books.com/shop/papa-diktator-prinimaet-gostej-7/,"7,07",Нет в наличии,Папа диктатор принимает гостей #7,Михаэль Байер,"Новинки, Комиксы"
116,https://echo-books.com/shop/kollaps-sluchajnoe-padenie-berlinskoj-steny/,"12,71",Нет в наличии,Коллапс. Случайное падение Берлинской стены,Саротт М.Э.,"Новинки, Прикладная литература"
117,https://echo-books.com/shop/ochishhenie-naczii-nasilstvennye-peremeshheniya-naseleniya-i-etnicheskie-chistki-v-rumynii-v-period-diktatury-iona-antonesku-1940-1944/,"24,00",Предзаказ: 3 дн.,Очищение нации. Насильственные перемещения населения и этнические чистки в Румынии в период диктатуры Иона Антонеску (1940–1944),"Солонарь В. А., Тулбуре А., Мосионжник Л.А.","Новинки, Прикладная литература"
118,https://echo-books.com/shop/dozhivem-li-my-do-tishiny-zapiski-iz-blokadnogo-leningrada/,"22,00",Предзаказ: 3 дн.,“Доживем ли мы до тишины?”: Записки из блокадного Ленинграда,"В.М.Ковальчук, А.И.Рупасов, А.Н.Чистиков","Новинки, Художественная литература, Прикладная литература"
119,https://echo-books.com/shop/zanimatelnaya-drevnyaya-rus/,"22,00",Предзаказ: 3 дн.,Занимательная Древняя Русь,Ранчин А. М.,"Новинки, Прикладная литература"
120,https://echo-books.com/shop/plenniki-utopii-sovetskaya-rossiya-glazami-amerikancza/,"22,00",Предзаказ: 3 дн.,Пленники утопии. Советская Россия глазами американца,Вирек Дж.С.,"Новинки, Художественная литература, Публицистика, Прикладная литература"
121,https://echo-books.com/shop/ya-ne-poputchik-tomas-mann-i-sovetskij-soyuz/,"22,00",Предзаказ: 3 дн.,“Я не попутчик…”. Томас Манн и Советский Союз,Баскаков А. Н.,"Новинки, Художественная литература, Публицистика, Прикладная литература"
122,https://echo-books.com/shop/paczient-vsegda-prav/,"11,28",Нет в наличии,Пациент всегда прав,Берн И.,Новинки
123,https://echo-books.com/shop/novoe-zlo-osobennosti-nasilstvennyh-prestuplenij-i-motivaczii-teh-kto-ih-sovershaet-zakrashennyj-obrez-podarochnoe-izdanie/,"22,19",В наличии,"Новое зло. Особенности насильственных преступлений и мотивации тех, кто их совершает (закрашенный обрез, подарочное издание)","Стоун М., Брукато Г.","Новинки, Прикладная литература"
124,https://echo-books.com/shop/morskoe-kladbishhe/,"18,17",Нет в наличии,Морское кладбище,Нуре А.,Новинки
125,https://echo-books.com/shop/krome-shutok/,"18,06",Нет в наличии,Кроме шуток,Нович С.,Новинки
126,https://echo-books.com/shop/belye-stepi/,"11,95",В наличии,Белые степи,Шайхулов Р.Н.,Новинки
127,https://echo-books.com/shop/nochnye-pticzy/,"15,69",Нет в наличии,Ночные птицы,Армстронг К.,Новинки
128,https://echo-books.com/shop/korol-vedm/,"15,85",В наличии,Король ведьм,Уэллс М.,Новинки
129,https://echo-books.com/shop/knyazya-ada/,"15,74",Нет в наличии,Князья Ада,Хэмбли Б.,Новинки
130,https://echo-books.com/shop/drakon-i-burevestnik-oskolki-zerkala/,"12,43",Нет в наличии,Дракон и Буревестник. Осколки зеркала,Белл Т.,Новинки
131,https://echo-books.com/shop/oppengejmer-alternativa/,"15,08",Нет в наличии,Оппенгеймер. Альтернатива,Сойер Р.,Новинки
132,https://echo-books.com/shop/ozomena/,"14,82",Нет в наличии,Озомена,Эмелумаду Ч.,Новинки
133,https://echo-books.com/shop/mysh/,"19,30",Предзаказ: 3 дн.,Мышь,Филиппов Иван,"Книги без цензуры, Художественная литература"
134,https://echo-books.com/shop/soprotivlenie-polezno/,"19,30",Предзаказ: 3 дн.,Сопротивление полезно,Яшин Илья,"Книги без цензуры, Публицистика, Прикладная литература"
135,https://echo-books.com/shop/vz-portret-na-fone-naczii/,"24,40",Предзаказ: 3 дн.,VZ. Портрет на фоне нации,Быков Дмитрий,"Книги без цензуры, Художественная литература, Публицистика"
136,https://echo-books.com/shop/u-fashistov-malo-kraski-o-soprotivlenii-vojny-vnutri-rossii/,"19,20",Предзаказ: 3 дн.,У фашистов мало краски (о сопротивлении войны внутри России),**** *******,"Книги без цензуры, Художественная литература, Публицистика, Прикладная литература"
